Date,EURUSD=X,GOOG,MC.PA,MSFT,SAN.MC,TEF.MC,TSLA,bund_10y,spain_10y,us_30y
2026-02-09,1.182578206062317,324.171630859375,526.809814453125,411.76629638671875,10.694823265075684,3.6110000610351562,417.32000732421875,755.7961206383155,728.8799186530724,241.58569686352885
2026-02-10,1.1904053688049316,318.40570068359375,529.0728759765625,411.437744140625,10.643444061279297,3.6050000190734863,425.2099914550781,758.4027000780554,731.4270866072914,245.84051512878082
2026-02-11,1.1889617443084717,311.1108093261719,516.6749877929688,402.57720947265625,10.325285911560059,3.640000104904175,428.2699890136719,758.993126440198,732.3493022873107,244.0175956689394
2026-02-12,1.1876062154769897,309.1521911621094,516.0846557617188,400.05841064453125,10.175100326538086,3.7060000896453857,417.07000732421875,760.3974165064071,733.1306376996934,249.88632527794329
2026-02-13,1.1868449449539185,305.8045654296875,505.9499206542969,399.5407409667969,9.914251327514648,3.6710000038146973,417.44000244140625,761.8564621410263,734.1975732094077,252.18775173003718
2026-02-17,1.1849884986877441,302.6068115234375,519.2333374023438,395.1004943847656,10.289715766906738,3.6630001068115234,410.6300048828125,762.99175425361,731.7816336833479,253.34666747546106
2026-02-18,1.185185194015503,303.7260437011719,525.3338623046875,397.828369140625,10.592063903808594,3.563999891281128,411.32000732421875,762.9323464881702,731.8525657817636,251.61034949985765
2026-02-19,1.1788839101791382,303.3462829589844,522.9723510742188,397.5988464355469,10.457686424255371,3.5940001010894775,411.7099914550781,762.7615775032006,732.2073397382393,251.8267150824956
2026-02-20,1.1769136190414429,314.6783142089844,545.8001098632812,396.37152099609375,10.627634048461914,3.5789999961853027,411.82000732421875,763.25172306425,733.272797176033,250.31618371828137
2026-02-23,1.1834739446640015,311.4705810546875,549.0471801757812,383.6390686035156,10.797581672668457,3.6489999294281006,399.8299865722656,764.9774103465586,734.8385542832964,252.4769661273961
2026-02-24,1.1793843507766724,310.7011413574219,552.7861938476562,388.1593017578125,10.52487564086914,3.6519999504089355,409.3800048828125,765.5511082666482,735.4088320290683,252.91143050389496
